acronym,id,name
Casq2,12158,calsequestrin 2
Casr,12159,calcium-sensing receptor
Cast,12165,calpastatin
Ctnna1,12170,"catenin (cadherin associated protein), alpha 1"
Ctnna2,12171,"catenin (cadherin associated protein), alpha 2"
Ctnnb1,12172,"catenin (cadherin associated protein), beta 1"
Ctnnd1,12173,"catenin (cadherin associated protein), delta 1"
Cav1,12174,"caveolin 1, caveolae protein"
Cav2,12175,caveolin 2
Cav3,12176,caveolin 3
Runx2,12178,runt related transcription factor 2
Runx1,12179,runt related transcription factor 1
Runx1t1,12180,"runt-related transcription factor 1; translocated to, 1 (cyclin D-related)"
Cbfa2t2,12181,"core-binding factor, runt domain, alpha subunit 2, translocated to, 2 (human)"
Cbfa2t3,12183,"core-binding factor, runt domain, alpha subunit 2, translocated to, 3 (human)"
Runx3,12184,runt related transcription factor 3
Cbfb,12185,core binding factor beta
Serpina6,12186,"serine (or cysteine) peptidase inhibitor, clade A, member 6"
Cbl,12187,Casitas B-lineage lymphoma
Cbln1,12189,cerebellin 1 precursor protein
Cbln2,12190,cerebellin 2 precursor protein
Serpinh1,12191,"serine (or cysteine) peptidase inhibitor, clade H, member 1"
Cbr1,12193,carbonyl reductase 1
Cbr2,12194,carbonyl reductase 2
Cbs,12196,cystathionine beta-synthase
Cbx1,12197,chromobox 1
Cbx2,12201,chromobox 2
Cbx3,12202,chromobox 3
Cbx4,12203,chromobox 4
Cbx5,12204,chromobox 5
Rb1cc1,12206,RB1-inducible coiled-coil 1
Cck,12209,cholecystokinin
Cckar,12210,cholecystokinin A receptor
Cckbr,12211,cholecystokinin B receptor
Ccna1,12212,cyclin A1
Ccna2,12213,cyclin A2
Ccnb2,12227,cyclin B2
Ccnd1,12228,cyclin D1
Ccnd2,12229,cyclin D2
Ccnd3,12230,cyclin D3
Ccne1,12232,cyclin E1
Ccne2,12233,cyclin E2
Ccnf,12234,cyclin F
Ccng1,12235,cyclin G1
Ccng2,12237,cyclin G2
Ccni,12238,cyclin I
Ccnk,12239,cyclin K
Ccnt1,12240,cyclin T1
Ccrn4l,12242,CCR4 carbon catabolite repression 4-like (S. cerevisiae)
Ccr6,12243,chemokine (C-C motif) receptor 6
Ccs,12245,copper chaperone for superoxide dismutase
Cct2,12246,"chaperonin containing Tcp1, subunit 2 (beta)"
Cct3,12247,"chaperonin containing Tcp1, subunit 3 (gamma)"
Cct4,12249,"chaperonin containing Tcp1, subunit 4 (delta)"
Cct5,12250,"chaperonin containing Tcp1, subunit 5 (epsilon)"
Cct6a,12251,"chaperonin containing Tcp1, subunit 6a (zeta)"
Cct6b,12252,"chaperonin containing Tcp1, subunit 6b (zeta)"
Cct7,12253,"chaperonin containing Tcp1, subunit 7 (eta)"
Cct8,12254,"chaperonin containing Tcp1, subunit 8 (theta)"
Cd14,12260,CD14 antigen
Cd151,12261,CD151 antigen
Ctla4,12262,cytotoxic T-lymphocyte-associated protein 4
Cd19,12263,CD19 antigen
Cd1d1,12264,CD1d1 antigen
Cd1d2,12265,CD1d2 antigen
Cd2,12266,CD2 antigen
Ms4a1,12267,"membrane-spanning 4-domains, subfamily A, member 1"
Cd22,12268,CD22 antigen
Cd24a,12269,CD24a antigen
Cd28,12272,CD28 antigen
Cd2ap,12273,CD2-associated protein
Cd33,12274,CD33 antigen
Cd34,12275,CD34 antigen
Cd36,12276,CD36 antigen
Scarb2,12277,"scavenger receptor class B, member 2"
Cd37,12278,CD37 antigen
Cd38,12279,CD38 antigen
Entpd1,12280,ectonucleoside triphosphate diphosphohydrolase 1
Entpd2,12281,ectonucleoside triphosphate diphosphohydrolase 2
Entpd6,12282,ectonucleoside triphosphate diphosphohydrolase 6
Entpd5,12284,ectonucleoside triphosphate diphosphohydrolase 5
Cd3d,12285,"CD3 antigen, delta polypeptide"
Cd3e,12286,"CD3 antigen, epsilon polypeptide"
Cd3g,12287,"CD3 antigen, gamma polypeptide"
Cd247,12288,CD247 antigen
Cd4,12289,CD4 antigen
Cd44,12290,CD44 antigen
Cd48,12291,CD48 antigen
Cd5,12292,CD5 antigen
Cd53,12293,CD53 antigen
Cd59a,12294,CD59a antigen
Cd6,12296,CD6 antigen
Cd63,12297,CD63 antigen
Cd68,12299,CD68 antigen
Cd69,12300,CD69 antigen
Cd7,12301,CD7 antigen
Cd72,12302,CD72 antigen
Cd79a,12303,CD79A antigen (immunoglobulin-associated alpha)
Cd80,12304,CD80 antigen
Cd81,12305,CD81 antigen
Cd82,12306,CD82 antigen
Cd83,12307,CD83 antigen
Cd84,12308,CD84 antigen
Cd86,12309,CD86 antigen
Cd8a,12310,"CD8 antigen, alpha chain"
Cd8b1,12311,"CD8 antigen, beta chain 1"
Cd9,12312,CD9 antigen
Cdc25a,12315,cell division cycle 25A
Cdc25b,12316,cell division cycle 25B
Cdc25c,12317,cell division cycle 25C
Cdk1,12319,cyclin-dependent kinase 1
Cdk11b,12322,cyclin-dependent kinase 11B
Cdc37,12324,cell division cycle 37
Cdc42,12325,cell division cycle 42
Cdc45,12329,cell division cycle 45
Cdc7,12330,cell division cycle 7 (S. cerevisiae)
Arhgap31,12334,Rho GTPase activating protein 31
Cdh1,12335,cadherin 1
Cdh11,12337,cadherin 11
Cdh13,12339,cadherin 13
Cdh15,12340,cadherin 15
Cdh16,12341,cadherin 16
Cdh17,12342,cadherin 17
Cdh2,12343,cadherin 2
Cdh3,12345,cadherin 3
Cdh4,12346,cadherin 4
Cdh5,12347,cadherin 5
Cdh6,12348,cadherin 6
Cdh8,12349,cadherin 8
Cdh9,12350,cadherin 9
Cdk2,12351,cyclin-dependent kinase 2
Cdk4,12352,cyclin-dependent kinase 4
Cdk5,12353,cyclin-dependent kinase 5
Cdk5r1,12354,"cyclin-dependent kinase 5, regulatory subunit 1 (p35)"
Cdk5r2,12355,"cyclin-dependent kinase 5, regulatory subunit 2 (p39)"
Cdk6,12356,cyclin-dependent kinase 6
Cdk7,12357,cyclin-dependent kinase 7
Cdkn1a,12360,cyclin-dependent kinase inhibitor 1A (P21)
Cdkn1b,12361,cyclin-dependent kinase inhibitor 1B
Cdkn1c,12362,cyclin-dependent kinase inhibitor 1C (P57)
Cdkn2a,12363,cyclin-dependent kinase inhibitor 2A
Cdkn2b,12364,"cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4)"
Cdkn2c,12365,"cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4)"
Cdkn2d,12366,"cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4)"
Cdo1,12368,"cysteine dioxygenase 1, cytosolic"
Cdr2,12370,cerebellar degeneration-related 2
Mia,12372,melanoma inhibitory activity
Ift81,12374,intraflagellar transport 81
Cdx1,12375,caudal type homeobox 1
Cdx2,12376,caudal type homeobox 2
Cdx4,12377,caudal type homeobox 4
Cdyl,12378,"chromodomain protein, Y chromosome-like"
Cebpa,12391,"CCAAT/enhancer binding protein (C/EBP), alpha"
Cebpz,12392,CCAAT/enhancer binding protein zeta
Cebpd,12394,"CCAAT/enhancer binding protein (C/EBP), delta"
Cebpg,12396,"CCAAT/enhancer binding protein (C/EBP), gamma"
Cel,12398,carboxyl ester lipase
Celsr1,12399,"cadherin, EGF LAG seven-pass G-type receptor 1 (flamingo homolog, Drosophila)"
Cenpa,12400,centromere protein A
Cenpb,12401,centromere protein B
Cenpc1,12402,centromere protein C1
Cer1,12407,cerberus 1 homolog (Xenopus laevis)
Ces1g,12408,carboxylesterase 1G
Cetn3,12411,centrin 3
Cfc1,12412,"cripto, FRL-1, cryptic family 1"
Cfh,12413,complement component factor h
Cfi,12415,complement component factor i
Cfl1,12416,"cofilin 1, non-muscle"
Cfl2,12417,"cofilin 2, muscle"
Cflar,12418,CASP8 and FADD-like apoptosis regulator
Cftr,12423,cystic fibrosis transmembrane conductance regulator
Cga,12425,"glycoprotein hormones, alpha subunit"
Ch25h,12427,cholesterol 25-hydroxylase
Chad,12428,chondroadherin
Chat,12432,choline acetyltransferase
Chd1,12433,chromodomain helicase DNA binding protein 1
Chek1,12434,checkpoint kinase 1
Chga,12437,chromogranin A
Chgb,12438,chromogranin B
Chil1,12439,chitinase-like 1
Chil3,12440,chitinase-like 3
Ovgp1,12444,oviductal glycoprotein 1
Chka,12445,choline kinase alpha
Chl1,12446,cell adhesion molecule with homology to L1CAM
Chm,12447,choroidermia (RAB escort protein 1)
Chml,12448,choroideremia-like
Chrd,12452,chordin
Chrm1,12454,"cholinergic receptor, muscarinic 1, CNS"
Chrm3,12456,"cholinergic receptor, muscarinic 3, cardiac"
Chrm4,12457,"cholinergic receptor, muscarinic 4"
Chuk,12460,conserved helix-loop-helix ubiquitous kinase
Vsx2,12462,visual system homeobox 2
Cidea,12468,"cell death-inducing DNA fragmentation factor, alpha subunit-like effector A"
Cideb,12469,"cell death-inducing DNA fragmentation factor, alpha subunit-like effector B"
Elovl3,12471,"elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 3"
Inadl,12479,InaD-like (Drosophila)
Cirbp,12480,cold inducible RNA binding protein
Cish,12484,cytokine inducible SH2-containing protein
Socs3,12486,suppressor of cytokine signaling 3
Cit,12488,citron
Cited1,12489,Cbp/p300-interacting transactivator with Glu/Asp-rich carboxy-terminal domain 1
Ckb,12493,"creatine kinase, brain"
Ckm,12499,"creatine kinase, muscle"
Ckmt1,12500,"creatine kinase, mitochondrial 1, ubiquitous"
Coro1a,12505,"coronin, actin binding protein 1A"
Clca3a1,12506,chloride channel calcium activated 3A1
Clcn1,12507,chloride channel 1
Clcn2,12508,chloride channel 2
Clcn3,12509,chloride channel 3
Clcn4-2,12511,chloride channel 4-2
Clcn5,12512,chloride channel 5
Clns1a,12513,"chloride channel, nucleotide-sensitive, 1A"
Clcnka,12517,chloride channel Ka
Cldn1,12521,claudin 1
Cldn2,12522,claudin 2
Cldn3,12523,claudin 3
Cldn4,12524,claudin 4
Cldn5,12525,claudin 5
Clgn,12529,calmegin
Clk1,12531,CDC-like kinase 1
Clk2,12532,CDC-like kinase 2
Clk4,12534,CDC like kinase 4
Tpp1,12535,tripeptidyl peptidase I
Cln3,12536,"ceroid lipofuscinosis, neuronal 3, juvenile (Batten, Spielmeyer-Vogt disease)"
Clock,12537,circadian locomotor output cycles kaput
Clta,12541,"clathrin, light polypeptide (Lca)"
Clu,12543,clusterin
Cmah,12547,cytidine monophospho-N-acetylneuraminic acid hydroxylase
Cmas,12548,cytidine monophospho-N-acetylneuraminic acid synthetase
Cxcr2,12549,chemokine (C-X-C motif) receptor 2
Cxcr3,12550,chemokine (C-X-C motif) receptor 3
Cxcr4,12551,chemokine (C-X-C motif) receptor 4
Ccr1,12552,chemokine (C-C motif) receptor 1
Ccr9,12553,chemokine (C-C motif) receptor 9
Ccr3,12555,chemokine (C-C motif) receptor 3
Ccr2,12556,chemokine (C-C motif) receptor 2
Ccr4,12557,chemokine (C-C motif) receptor 4
Ccr5,12558,chemokine (C-C motif) receptor 5
Ccr7,12559,chemokine (C-C motif) receptor 7
Ccr8,12560,chemokine (C-C motif) receptor 8
Ccr10,12561,chemokine (C-C motif) receptor 10
Ackr3,12562,atypical chemokine receptor 3
Abcc2,12564,"ATP-binding cassette, sub-family C (CFTR/MRP), member 2"
Cnbp,12568,cellular nucleic acid binding protein
Cnga1,12571,cyclic nucleotide gated channel alpha 1
Cnga2,12572,cyclic nucleotide gated channel alpha 2
Cnih1,12576,cornichon homolog 1 (Drosophila)
Cnih2,12577,cornichon homolog 2 (Drosophila)
Plk3,12578,polo-like kinase 3
Camp,12579,cathelicidin antimicrobial peptide
Cnn1,12580,calponin 1
Cnn2,12581,calponin 2
Cnp,12582,"2',3'-cyclic nucleotide 3' phosphodiesterase"
Cnr1,12584,cannabinoid receptor 1 (brain)
Cnr2,12585,cannabinoid receptor 2 (macrophage)
Cntf,12586,ciliary neurotrophic factor
Cntfr,12587,ciliary neurotrophic factor receptor
Cntn1,12588,contactin 1
Hps3,12590,Hermansky-Pudlak syndrome 3 homolog (human)
Cobl,12591,cordon-bleu WH2 repeat
Coch,12593,coagulation factor C homolog (Limulus polyphemus)
Coil,12595,coilin
Col10a1,12596,"collagen, type X, alpha 1"
Col11a1,12597,"collagen, type XI, alpha 1"
Col11a2,12598,"collagen, type XI, alpha 2"
Col12a1,12599,"collagen, type XII, alpha 1"
Col13a1,12600,"collagen, type XIII, alpha 1"
Col14a1,12601,"collagen, type XIV, alpha 1"
Col15a1,12602,"collagen, type XV, alpha 1"
Col17a1,12604,"collagen, type XVII, alpha 1"
Col18a1,12605,"collagen, type XVIII, alpha 1"
Col19a1,12606,"collagen, type XIX, alpha 1"
Col2a1,12607,"collagen, type II, alpha 1"
Col3a1,12608,"collagen, type III, alpha 1"
Col4a1,12609,"collagen, type IV, alpha 1"
Col4a2,12610,"collagen, type IV, alpha 2"
Col4a3,12611,"collagen, type IV, alpha 3"
Col4a4,12612,"collagen, type IV, alpha 4"
Col4a5,12613,"collagen, type IV, alpha 5"
Col5a1,12614,"collagen, type V, alpha 1"
Col5a2,12615,"collagen, type V, alpha 2"
Col6a1,12616,"collagen, type VI, alpha 1"
Col6a2,12617,"collagen, type VI, alpha 2"
Col6a3,12618,"collagen, type VI, alpha 3"
Col7a1,12619,"collagen, type VII, alpha 1"
Col8a1,12620,"collagen, type VIII, alpha 1"
Col9a1,12622,"collagen, type IX, alpha 1"
Col9a2,12623,"collagen, type IX, alpha 2"
Col9a3,12624,"collagen, type IX, alpha 3"
Col1a1,12625,"collagen, type I, alpha 1"
Col1a2,12626,"collagen, type I, alpha 2"
Comt,12629,catechol-O-methyltransferase
Copa,12630,coatomer protein complex subunit alpha
Cops2,12631,"COP9 (constitutive photomorphogenic) homolog, subunit 2 (Arabidopsis thaliana)"
Coq7,12633,demethyl-Q 7
Cort,12637,cortistatin
Cox17,12639,cytochrome c oxidase assembly protein 17
Cox4i1,12640,cytochrome c oxidase subunit IV isoform 1
Cox5a,12641,cytochrome c oxidase subunit Va
Cox5b,12642,cytochrome c oxidase subunit Vb
Cox6a1,12644,cytochrome c oxidase subunit VIa polypeptide 1
Cox6a2,12645,cytochrome c oxidase subunit VIa polypeptide 2
Cox6c,12647,cytochrome c oxidase subunit VIc
Cox7a1,12648,cytochrome c oxidase subunit VIIa 1
Cox7a2,12649,cytochrome c oxidase subunit VIIa 2
Cox7c,12650,cytochrome c oxidase subunit VIIc
Cox8a,12651,cytochrome c oxidase subunit VIIIa
Cox8b,12652,cytochrome c oxidase subunit VIIIb
Cp,12653,ceruloplasmin
Cpa3,12656,"carboxypeptidase A3, mast cell"
Cpd,12657,carboxypeptidase D
Cpe,12659,carboxypeptidase E
Cpeb1,12660,cytoplasmic polyadenylation element binding protein 1
Cys1,12662,cystin 1
Cplx1,12672,complexin 1
Cplx2,12673,complexin 2
Cpne6,12674,copine VI
Cpox,12675,coproporphyrinogen oxidase
Cpt1a,12677,"carnitine palmitoyltransferase 1a, liver"
Cpt1b,12678,"carnitine palmitoyltransferase 1b, muscle"
Cpt2,12679,carnitine palmitoyltransferase 2
Cr2,12685,complement receptor 2
Crabp1,12686,cellular retinoic acid binding protein I
Crabp2,12687,cellular retinoic acid binding protein II
Cradd,12688,CASP2 and RIPK1 domain containing adaptor with death domain
Crat,12691,carnitine acetyltransferase
Crcp,12692,calcitonin gene-related peptide-receptor component protein
Creb1,12695,cAMP responsive element binding protein 1
Creb3,12696,cAMP responsive element binding protein 3
Crebbp,12697,CREB binding protein
Atf6b,12698,activating transcription factor 6 beta
Crem,12699,cAMP responsive element modulator
Crh,12701,corticotropin releasing hormone
Crhbp,12702,corticotropin releasing hormone binding protein
Crhr1,12704,corticotropin releasing hormone receptor 1
Crhr2,12705,corticotropin releasing hormone receptor 2
Crip1,12708,cysteine-rich protein 1 (intestinal)
Bcar1,12710,breast cancer anti-estrogen resistance 1
Crk,12711,v-crk sarcoma virus CT10 oncogene homolog (avian)
Crkl,12712,v-crk sarcoma virus CT10 oncogene homolog (avian)-like
Crlf1,12714,cytokine receptor-like factor 1
Crmp1,12716,collapsin response mediator protein 1
Dpysl2,12717,dihydropyrimidinase-like 2
Pcdha4,12719,protocadherin alpha 4
Pcdha6,12720,protocadherin alpha 6
Pcdha7,12722,protocadherin alpha 7
Pcdha5,12724,protocadherin alpha 5
Pcdha11,12725,protocadherin alpha 11
Pcdha10,12726,protocadherin alpha 10
Crp,12727,"C-reactive protein, pentraxin-related"
Dmbt1,12728,deleted in malignant brain tumors 1
Cr1l,12729,complement component (3b/4b) receptor 1-like
Hapln1,12733,hyaluronan and proteoglycan link protein 1
Crx,12734,cone-rod homeobox
Cry1,12735,cryptochrome 1 (photolyase-like)
Cry2,12736,cryptochrome 2 (photolyase-like)
Cryaa,12737,"crystallin, alpha A"
Cryab,12738,"crystallin, alpha B"
Cryba1,12740,"crystallin, beta A1"
Cryba2,12741,"crystallin, beta A2"
Cryba4,12742,"crystallin, beta A4"
Crybb1,12743,"crystallin, beta B1"
Crybb2,12744,"crystallin, beta B2"
Crybb3,12745,"crystallin, beta B3"
Crygb,12748,"crystallin, gamma B"
Crygc,12749,"crystallin, gamma C"
Crygd,12750,"crystallin, gamma D"
Cryge,12751,"crystallin, gamma E"
Crygf,12752,"crystallin, gamma F"
Crygs,12753,"crystallin, gamma S"
Crym,12754,"crystallin, mu"
Cryz,12755,"crystallin, zeta"
Cs,12757,citrate synthase
Csf1,12760,colony stimulating factor 1 (macrophage)
Csf1r,12761,colony stimulating factor 1 receptor
Csf2,12764,colony stimulating factor 2 (granulocyte-macrophage)
Csf2ra,12765,"colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)"
Csf2rb2,12767,"colony stimulating factor 2 receptor, beta 2, low-affinity (granulocyte-macrophage)"
Csf3,12768,colony stimulating factor 3 (granulocyte)
Csf3r,12769,colony stimulating factor 3 receptor (granulocyte)
Csk,12771,c-src tyrosine kinase
Csn1s1,12773,casein alpha s1
Csn2,12774,casein beta
Csn1s2b,12775,casein alpha s2-like B
Csn1s2a,12776,casein alpha s2-like A
Csn3,12777,casein kappa
Csnk2a1,12778,"casein kinase 2, alpha 1 polypeptide"
Csnk2a2,12783,"casein kinase 2, alpha prime polypeptide"
Csnk2b,12784,"casein kinase 2, beta polypeptide"
Dnajc5,12785,"DnaJ (Hsp40) homolog, subfamily C, member 5"
Vcan,12786,versican
Ncan,12787,neurocan
Smc3,12789,structural maintenance of chromosomes 3
Csrp1,12790,cysteine and glycine-rich protein 1
Csrp2,12791,cysteine and glycine-rich protein 2
Csrp3,12792,cysteine and glycine-rich protein 3
Cst3,12793,cystatin C
Cst7,12794,cystatin F (leukocystatin)
Cst8,12795,cystatin 8 (cystatin-related epididymal spermatogenic)
Cst9,12796,cystatin 9
Cstb,12797,cystatin B
Ctbp1,12799,C-terminal binding protein 1
Ctbp2,12800,C-terminal binding protein 2
Ctcf,12801,CCCTC-binding factor
Ctf1,12802,cardiotrophin 1
Ctla2a,12807,cytotoxic T lymphocyte-associated protein 2 alpha
Pcyt1a,12809,"phosphate cytidylyltransferase 1, choline, alpha isoform"
Ctsb,12813,cathepsin B
Ctsc,12814,cathepsin C
Ctsd,12815,cathepsin D
Ctse,12816,cathepsin E
Ctsg,12817,cathepsin G
Ctsh,12818,cathepsin H
Ctsk,12819,cathepsin K
Ctsl,12820,cathepsin L
Ctss,12821,cathepsin S
Ctsw,12822,cathepsin W
Cttn,12824,cortactin
Celf1,12827,"CUGBP, Elav-like family member 1"
Cux1,12828,cut-like homeobox 1
Cux2,12829,cut-like homeobox 2
Cx3cr1,12832,chemokine (C-X3-C motif) receptor 1
Cxadr,12833,coxsackie virus and adenovirus receptor
Cyb561,12837,cytochrome b-561
Cyba,12838,"cytochrome b-245, alpha polypeptide"
Cybb,12839,"cytochrome b-245, beta polypeptide"
Cycs,12844,"cytochrome c, somatic"
Cyct,12848,"cytochrome c, testis"
Cyp11a1,12851,"cytochrome P450, family 11, subfamily a, polypeptide 1"
Cyp17a1,12855,"cytochrome P450, family 17, subfamily a, polypeptide 1"
Cyp19a1,12856,"cytochrome P450, family 19, subfamily a, polypeptide 1"
Cyp1a1,12857,"cytochrome P450, family 1, subfamily a, polypeptide 1"
Cyp1a2,12858,"cytochrome P450, family 1, subfamily a, polypeptide 2"
Cyp1b1,12859,"cytochrome P450, family 1, subfamily b, polypeptide 1"
Cyp21a1,12860,"cytochrome P450, family 21, subfamily a, polypeptide 1"
Cyp24a1,12862,"cytochrome P450, family 24, subfamily a, polypeptide 1"
Cyp26a1,12863,"cytochrome P450, family 26, subfamily a, polypeptide 1"
Cyp2a12,12866,"cytochrome P450, family 2, subfamily a, polypeptide 12"
Cyp2a4,12867,"cytochrome P450, family 2, subfamily a, polypeptide 4"
Cyp2a5,12868,"cytochrome P450, family 2, subfamily a, polypeptide 5"
Cyp2b19,12871,"cytochrome P450, family 2, subfamily b, polypeptide 19"
Cyp2c37,12876,"cytochrome P450, family 2. subfamily c, polypeptide 37"
Cyp2c38,12877,"cytochrome P450, family 2, subfamily c, polypeptide 38"
Cyp2d10,12881,"cytochrome P450, family 2, subfamily d, polypeptide 10"
Cyp2d9,12885,"cytochrome P450, family 2, subfamily d, polypeptide 9"
Cyp2e1,12886,"cytochrome P450, family 2, subfamily e, polypeptide 1"
Cyp2f2,12887,"cytochrome P450, family 2, subfamily f, polypeptide 2"
Cyp2g1,12888,"cytochrome P450, family 2, subfamily g, polypeptide 1"
Cyp2j5,12889,"cytochrome P450, family 2, subfamily j, polypeptide 5"
Cyp2j6,12890,"cytochrome P450, family 2, subfamily j, polypeptide 6"
Cyp3a11,12892,"cytochrome P450, family 3, subfamily a, polypeptide 11"
Cyp3a13,12893,"cytochrome P450, family 3, subfamily a, polypeptide 13"
Cyp27b1,12895,"cytochrome P450, family 27, subfamily b, polypeptide 1"
Cyp46a1,12896,"cytochrome P450, family 46, subfamily a, polypeptide 1"
